student_id,name,gender,age,residency_status,first_gen,major,cumulative_gpa,credits_completed
1188,Shannon Peters,M,28,domestic,0,Mechanical Eng,3.96,53
1189,James Copeland,M,19,domestic,0,Nursing,2.88,32
1190,James Conway,F,17,domestic,0,Accounting,2.92,32
1191,Erin Santana,M,17,domestic,0,Mechanical Eng,2.46,26
1192,Mitchell Leach,F,25,domestic,0,Mathematics,3.37,68
1193,Patrick Frye,M,20,domestic,1,Marketing,3.82,40
1194,Alan Davis,F,21,domestic,1,Finance,2.42,38
1195,Virginia Bryant,M,21,domestic,0,Sociology,2.73,35
1196,Jason Lambert,F,25,domestic,0,Mechanical Eng,1.41,63
1197,Jose Jackson,Other,21,domestic,0,Nursing,2.3,19
1198,Matthew Martinez,Other,30,domestic,1,Computer Science,3.98,93
1199,Jeffery Perez,F,22,domestic,0,Electrical Eng,2.62,25
1200,Justin Miller,M,25,international,0,English,2.94,32
1201,George Anderson,F,24,domestic,1,Accounting,2.36,46
1202,Andrea Alexander,M,21,domestic,0,Mathematics,3.07,59
1203,Kathryn Castillo,M,19,domestic,1,Mathematics,2.7,39
1204,Kristina Harding,M,23,domestic,0,Mechanical Eng,3.05,38
1205,David Torres,F,23,international,0,Economics,2.86,77
1206,Erika Briggs,F,19,international,1,Chemistry,3.67,0
1207,Darryl Cummings,F,22,domestic,0,Marketing,2.9,28
1208,Donna Johnson,M,26,domestic,0,English,2.3,20
1209,Michele Hall,M,29,domestic,0,Psychology,2.42,33
1210,Zachary Gentry,Other,24,domestic,0,Political Science,1.68,87
1211,Miguel Smith,M,28,domestic,0,Marketing,2.88,25
1212,Paul Leonard,M,19,domestic,0,Nursing,2.76,42
1213,Paige Phillips,M,24,domestic,0,Information Systems,3.71,61
1214,Kevin Moore,F,26,domestic,0,Mathematics,2.1,21
1215,Aaron Osborn,F,18,domestic,1,Electrical Eng,2.38,0
1216,Victor Osborne,M,20,domestic,1,Computer Science,2.39,0
1217,Robert Rice,M,28,domestic,0,Electrical Eng,2.65,85
1218,Deborah Benjamin,F,18,domestic,0,Sociology,2.04,59
1219,Melissa Yates,F,17,domestic,0,Chemistry,2.63,35
1220,Alexander Perez,M,27,domestic,0,Computer Science,2.81,35
1221,Richard Grant,F,26,domestic,1,Accounting,2.83,19
1222,Jacqueline Smith,M,23,domestic,1,Sociology,3.56,50
1223,Karen Cantu,M,21,domestic,0,Electrical Eng,2.78,67
1224,Karen Bates,F,20,international,0,Mechanical Eng,2.77,18
1225,Jasmine Williams,M,22,domestic,0,Political Science,3.49,53
1226,Teresa Davila,F,27,domestic,0,Finance,2.8,19
1227,Thomas Garrett,M,22,domestic,0,Mathematics,2.07,42
1228,Carmen Boyd,M,29,international,1,Business Analytics,2.15,28
1229,Julie Larsen,Other,18,domestic,1,Marketing,2.16,72
1230,Janice Miller,M,21,domestic,0,Political Science,2.07,45
1231,Michael Baldwin,F,20,domestic,0,English,4.0,10
1232,Shirley Braun,M,18,domestic,1,Nursing,2.16,43
1233,Andrea Mason,M,21,domestic,0,Nursing,2.77,75
1234,Michael Glover,M,23,domestic,0,Mathematics,2.83,9
1235,Cheyenne Mcclure,F,23,domestic,0,Chemistry,2.69,37
1236,Donald Bowen,M,29,domestic,1,Electrical Eng,2.33,33
1237,Kimberly Perez,F,23,domestic,0,Mathematics,3.07,51
1238,Denise Harmon,M,26,domestic,0,Mathematics,1.89,39
1239,Brianna Castillo,Other,22,domestic,1,Mechanical Eng,2.16,56
1240,Eric Jones,M,27,domestic,1,Political Science,3.47,24
1241,Crystal Hunter,F,30,domestic,1,Psychology,2.14,40
1242,Kevin Gardner,F,23,domestic,0,Biology,3.58,39
1243,Tammy Nguyen,F,18,domestic,0,Biology,3.63,99
1244,Stephanie Gould,F,20,domestic,1,Business Analytics,3.64,54
1245,Patricia Miller,F,22,domestic,1,Business Analytics,3.31,70
1246,Jenna Ritter,F,23,domestic,0,Information Systems,1.97,100
1247,Jonathan Martin,M,24,domestic,0,Accounting,1.88,53
1248,Robert Griffin,M,23,domestic,1,Mechanical Eng,2.13,38
1249,Daniel Taylor,F,22,domestic,1,Biology,2.23,15
1250,Jacob Spencer,F,19,domestic,0,English,2.02,8
1251,Roberto Black,F,23,domestic,0,Accounting,2.39,0
1252,Timothy Wilson,F,28,domestic,0,Biology,3.26,72
1253,Savannah Vincent,M,25,domestic,0,Finance,3.19,59
1254,Robert Peterson,M,23,international,0,Sociology,2.98,38
1255,Jennifer Taylor,F,25,domestic,0,Business Analytics,2.67,37
1256,Robert Johnson,M,20,international,0,Chemistry,2.76,15
1257,Jennifer Gray,M,20,domestic,0,Accounting,2.98,60
1258,Alexandria Stewart,F,19,domestic,0,Biology,2.52,27
1259,Christopher Henderson,M,21,domestic,1,Finance,3.39,37
1260,David Huffman,F,20,domestic,0,Electrical Eng,2.01,12
1261,Jason Riley,M,26,domestic,0,Psychology,2.33,17
1262,Teresa Bennett,F,20,domestic,1,Marketing,2.24,73
1263,Courtney Hughes,M,19,domestic,0,Accounting,3.07,78
1264,Monica Gray,M,28,domestic,1,Accounting,2.08,8
1265,Misty Mills,M,20,domestic,1,Business Analytics,2.25,63
1266,Annette Smith,M,22,domestic,0,Information Systems,3.05,23
1267,Shane Parsons,M,23,domestic,1,Business Analytics,2.28,30
1268,Tyler Clark,M,18,domestic,0,Political Science,3.3,81
1269,Raymond Sherman,F,26,international,0,Nursing,3.29,36
1270,Kevin Wright,M,24,domestic,0,Business Analytics,2.48,36
1271,Bryan Petty,F,27,domestic,0,Political Science,2.88,0
1272,Jason Sellers,F,19,domestic,1,Marketing,4.0,35
1273,Joshua Hall,F,22,domestic,0,English,3.32,26
1274,Charles Hawkins,M,22,domestic,0,Electrical Eng,3.1,59
1275,Gabrielle Clarke,F,22,domestic,0,Information Systems,3.73,29
1276,Martha Wallace,M,17,domestic,0,Mechanical Eng,2.22,82
1277,Marisa Acevedo,M,22,domestic,0,Nursing,3.55,57
1278,Lisa Boyer,Other,17,domestic,0,Computer Science,3.01,51
1279,Tiffany Parker,M,23,domestic,1,Sociology,3.67,66
1280,Tyler Smith,F,17,domestic,0,Economics,2.49,51
1281,Alexander Gibson,F,17,domestic,1,Business Analytics,3.64,67
1282,Felicia Bryant,F,24,domestic,0,Marketing,1.75,41
1283,Mark Wood,F,20,international,1,Political Science,2.57,42
1284,Nancy Gibson,M,18,domestic,1,Biology,2.96,21
1285,Adam Jenkins,M,26,domestic,0,Electrical Eng,3.19,24
1286,Kim Potter,F,23,domestic,0,Political Science,1.54,84
1287,Deborah Moore,M,25,international,1,Business Analytics,2.05,59
1288,Erik Wolf,M,21,domestic,0,Political Science,2.15,0
1289,Susan Gibson,M,31,domestic,1,Computer Science,2.24,77
1290,Erika Marshall,M,19,domestic,0,Economics,2.35,49
1291,Kimberly Robbins,M,28,domestic,0,Psychology,2.9,21
1292,Carla Fields,M,21,domestic,0,Mechanical Eng,3.69,99
1293,David Russell,F,17,domestic,1,Accounting,2.57,83
1294,Sarah Kelley,F,23,domestic,0,Computer Science,3.73,68
1295,Diana Hall,F,23,domestic,1,Psychology,2.85,50
1296,Robert Peterson,M,18,domestic,1,Accounting,2.67,55
1297,Jennifer Payne,M,18,domestic,0,Chemistry,3.43,0
1298,Robert Mcclain,M,21,domestic,0,Political Science,2.71,67
1299,Jillian Walker,F,23,domestic,1,Finance,2.33,50
1300,Michael Duran,F,17,domestic,0,Electrical Eng,3.6,52
1301,Maria Walsh,M,25,domestic,1,Chemistry,2.78,52
1302,Linda Dickerson,F,20,domestic,0,Electrical Eng,3.87,31
1303,Joel Hensley,M,17,domestic,0,Information Systems,2.59,17
1304,Scott Cortez,F,25,domestic,1,Finance,2.0,48
1305,Lisa Martin,F,21,domestic,0,Information Systems,2.34,5
1306,Jennifer Erickson,F,26,domestic,0,Mechanical Eng,2.4,53
1307,David Hanna,F,23,international,0,Economics,2.74,14
1308,Miguel Cantu,F,21,domestic,0,Accounting,2.32,74
1309,Melissa Smith,M,21,domestic,0,Marketing,2.05,2
1310,Brenda Johnson,F,23,domestic,1,Computer Science,2.61,44
1311,Diane Nielsen,M,20,domestic,0,Business Analytics,2.85,47
1312,Henry Zimmerman,F,19,domestic,0,Chemistry,3.05,82
1313,Cynthia Morris,F,24,domestic,0,Political Science,2.79,53
1314,Pam Mendoza,F,21,international,0,Sociology,3.62,21
1315,Angela Yu,M,22,international,0,Political Science,2.84,18
1316,Jamie Oconnor,F,25,domestic,1,English,1.49,88
1317,Jake Wade,F,21,domestic,1,Finance,2.95,44
1318,Thomas Gonzalez,F,22,domestic,0,Psychology,2.8,39
1319,Courtney Scott,M,19,domestic,0,Biology,3.24,24
1320,David Ellis,M,23,international,0,English,2.13,9
1321,Carl Davidson,M,23,domestic,0,Business Analytics,3.44,102
1322,Stacey Herrera,M,25,domestic,0,Psychology,2.96,47
1323,Patrick Alvarado,F,19,domestic,0,Accounting,2.88,12
1324,David Jensen,M,20,domestic,0,Accounting,3.36,67
1325,Maria Smith,Other,24,international,0,Mechanical Eng,3.5,63
1326,Samantha Cooper,M,22,domestic,0,Computer Science,3.44,8
1327,Dillon Simpson,M,18,domestic,1,Nursing,1.39,27
1328,Christopher George,F,26,domestic,0,Marketing,1.95,59
1329,Jennifer Daniel,F,17,domestic,0,Economics,2.54,67
1330,Pamela Smith,F,24,domestic,0,Business Analytics,2.09,22
1331,Kathryn Nguyen,F,17,domestic,0,Psychology,2.38,0
1332,Christopher Wheeler,F,28,domestic,1,Computer Science,2.77,52
1333,Kristopher Rosales,M,17,domestic,0,Psychology,2.52,71
1334,Carlos Rich,Other,26,domestic,0,Marketing,2.79,43
1335,Shannon Patterson,Other,21,domestic,0,Nursing,3.62,36
1336,Valerie Hudson,F,20,domestic,1,English,3.87,93
1337,William Aguirre,M,22,domestic,0,Nursing,3.02,0
1338,Linda Martinez,F,24,domestic,0,Electrical Eng,3.6,67
1339,Tammy Madden,M,18,domestic,0,Economics,2.56,69
1340,Paul Harris,M,19,domestic,0,Chemistry,2.43,22
1341,Michelle Simmons,M,24,domestic,0,Business Analytics,2.75,0
1342,Brittany Jackson,M,17,domestic,0,Nursing,2.61,68
1343,James Hughes,F,19,domestic,0,Marketing,3.21,55
1344,Peter Payne,F,32,domestic,1,Electrical Eng,2.81,88
1345,Robert Chavez,F,18,domestic,0,Accounting,3.71,28
1346,Brittany Martin,M,26,international,0,Political Science,2.87,50
1347,Kathleen Blanchard,M,19,international,0,Computer Science,2.38,0
1348,Cody Smith,M,23,domestic,1,Accounting,2.52,67
1349,Levi Ball,Other,24,domestic,0,Electrical Eng,2.44,0
1350,Rhonda Guzman,M,25,domestic,1,Economics,3.24,44
1351,Paul Dominguez,F,21,domestic,0,Accounting,2.74,14
1352,Monica Lin,F,28,domestic,0,Computer Science,2.87,55
1353,Carol Anderson,M,19,domestic,0,Economics,3.05,39
1354,Robert Carey,F,22,domestic,0,Psychology,3.12,38
1355,Mary Davenport,F,22,domestic,1,Business Analytics,3.43,43
1356,Ruben Price,F,18,domestic,1,Information Systems,3.0,46
1357,Kylie Larsen,F,20,domestic,0,Chemistry,2.22,87
1358,Jesse Mccann,M,22,international,0,English,2.51,59
1359,Sandra Martinez,M,20,domestic,1,Economics,2.51,24
1360,Crystal Martin,F,30,domestic,0,English,2.36,27
1361,Lauren Montgomery,F,19,domestic,0,Accounting,3.42,75
1362,Jerry Crawford,M,26,domestic,0,Business Analytics,2.71,13
1363,Jason Williams,F,24,domestic,0,Business Analytics,2.91,45
1364,Joshua Keller,F,21,domestic,0,Information Systems,3.0,0
1365,Mariah Myers,F,18,domestic,0,Finance,2.93,41
1366,Anthony Randall,M,19,domestic,0,Information Systems,2.99,12
1367,Cheryl Scott,F,20,domestic,0,Biology,4.0,26
1368,Karen Stevens,F,17,international,0,Business Analytics,3.21,51
1369,Melissa Goodwin,M,18,domestic,0,Business Analytics,2.25,63
1370,Cheryl Hernandez,M,17,international,1,Information Systems,2.99,24
1371,Eric Hart,Other,26,international,0,Business Analytics,2.86,79
1372,Robert Johnson,M,24,domestic,0,Chemistry,1.97,9
1373,Kenneth Wise,F,24,domestic,1,Sociology,1.37,68
1374,Deanna Green,F,24,domestic,1,Nursing,2.89,32
1375,April Rogers,M,22,international,0,Biology,2.63,74
1376,Becky Wilson,F,27,domestic,0,Psychology,2.11,32
1377,Jennifer Adams,M,19,domestic,1,Mechanical Eng,2.48,24
1378,Andrew Gonzales,F,22,domestic,1,Accounting,2.64,63
1379,Kenneth Nelson,M,24,domestic,1,Accounting,2.45,58
1380,Jaime Mills,F,17,domestic,1,Sociology,2.96,29
1381,Kelsey Morris,M,32,domestic,0,Chemistry,2.91,61
1382,Frederick Stewart,M,22,domestic,0,English,3.28,41
1383,Melissa Green,Other,22,domestic,0,Finance,3.49,49
1384,Debra Martin,M,26,domestic,0,Psychology,3.19,55
1385,Nicole Berry,F,25,domestic,0,Business Analytics,2.39,3
1386,Jennifer Davis,M,22,domestic,0,Accounting,2.9,45
1387,John Thomas,F,22,domestic,0,Nursing,1.84,1
1388,Rickey White,M,17,domestic,1,Psychology,2.52,14
1389,Timothy Smith,Other,20,international,0,Marketing,1.28,42
1390,Sandra Ferguson,M,23,domestic,0,Sociology,2.59,74
1391,Karen Dunlap,M,23,domestic,0,Electrical Eng,2.48,38
1392,Brian Garza,M,26,domestic,0,Biology,3.21,34
1393,Jill Huff,M,21,domestic,1,Electrical Eng,2.22,31
1394,Joseph Vasquez,F,17,domestic,0,Computer Science,2.9,57
1395,Jamie Estrada,M,25,domestic,1,Marketing,2.57,11
1396,Tammie Marshall,F,27,domestic,0,Nursing,2.54,3
1397,Charles Michael,M,25,domestic,0,Economics,2.34,86
1398,Rachel Downs,M,21,domestic,0,Information Systems,2.98,57
1399,Kristina Kline,F,25,domestic,0,English,2.7,24
1400,Charles Becker,F,34,domestic,1,Accounting,2.23,26
1401,Henry Norton,M,22,domestic,0,English,2.88,28
1402,Isaiah Martin,M,17,domestic,1,English,2.98,6
1403,Sarah Phillips,M,19,domestic,0,Political Science,3.72,36
1404,David Peterson,F,24,domestic,1,Mathematics,2.45,46
1405,Tracey Conley,F,17,domestic,0,Computer Science,2.57,86
1406,Lauren Rogers,M,22,domestic,1,Mathematics,2.03,48
1407,John Long,F,23,domestic,0,Marketing,2.53,67
1408,Gloria Lane,F,27,domestic,0,Accounting,2.16,36
1409,Elizabeth Freeman,F,26,domestic,0,Biology,3.46,31
1410,Ellen Ramirez,F,25,domestic,1,Psychology,3.11,45
1411,Sarah Beck,M,17,domestic,0,Political Science,2.15,71
1412,Lynn Moore,M,25,domestic,0,English,2.21,27
1413,Omar Rodgers,M,24,domestic,1,Mechanical Eng,2.47,52
1414,Kathleen Lee,M,22,domestic,0,Finance,3.58,51
1415,Justin Koch,F,17,domestic,0,English,2.43,44
1416,Brittany Diaz,F,19,domestic,0,Marketing,2.69,71
1417,Jessica Carey,M,17,international,0,Nursing,3.72,46
1418,Jon Wood,M,17,domestic,1,Political Science,3.05,41
1419,Edward Stevens,M,21,domestic,1,Chemistry,1.93,43
1420,Angela Yoder,F,19,domestic,0,Political Science,1.7,0
1421,Nicholas Clark,M,31,domestic,1,Economics,2.86,40
1422,Ashley Hall,F,21,domestic,0,Finance,4.0,13
1423,Jason Guerrero,M,26,international,0,Chemistry,3.61,39
1424,Michelle Villarreal,M,17,domestic,0,Finance,3.03,44
1425,Jessica Kline,Other,20,domestic,0,Marketing,3.27,59
1426,Erica Parker,Other,22,domestic,0,Finance,3.32,105
1427,Jonathan Chang,M,18,domestic,1,Mechanical Eng,1.82,85
1428,James Maynard,F,20,domestic,1,Economics,2.92,45
1429,Sarah Willis,F,21,domestic,0,Sociology,3.59,62
1430,Kimberly Walker,F,21,domestic,0,Biology,4.0,33
1431,April Howard,M,28,domestic,1,Accounting,3.1,51
1432,Jason Cobb,F,23,domestic,1,Information Systems,1.98,51
1433,Ebony Munoz,F,23,international,1,Electrical Eng,3.14,16
1434,Nathaniel Griffin,F,23,domestic,0,Sociology,3.13,31
1435,Dawn Gill,M,24,domestic,1,Business Analytics,3.32,0
1436,Kelsey Moore,M,21,domestic,0,Marketing,3.04,40
1437,Kathleen Howell,M,20,domestic,0,Finance,3.92,44
1438,Crystal Price,F,22,international,0,Electrical Eng,2.91,43
1439,John Lee,M,26,domestic,0,Psychology,2.84,15
1440,Bill Arias,F,25,domestic,0,Psychology,2.64,43
1441,Omar Villegas,Other,21,domestic,0,Electrical Eng,2.86,50
1442,Patricia Campbell,M,24,domestic,0,Economics,2.97,59
1443,Marissa Curtis,F,21,domestic,1,Electrical Eng,2.87,53
1444,Jonathan Daniels,M,22,domestic,0,Electrical Eng,3.27,36
1445,Chris Bishop,F,20,domestic,0,Chemistry,1.56,41
1446,Alexandra Ramirez,M,21,domestic,0,Biology,2.72,53
1447,Matthew Ortega,F,26,domestic,1,Information Systems,3.11,32
1448,Larry Wood,F,22,domestic,0,Chemistry,2.97,19
1449,Anthony Davis,F,22,domestic,0,Mechanical Eng,2.04,34
1450,Michele Holder,F,17,domestic,0,Biology,3.12,57
1451,Michael Jones,F,20,domestic,1,Accounting,2.83,67
1452,Jake Burns,F,21,domestic,1,Accounting,3.26,73
1453,Jeffrey Lee,F,19,domestic,0,Mathematics,3.15,20
1454,James Price,F,22,domestic,0,Business Analytics,2.99,103
1455,Jeffrey Murphy,M,20,international,1,Accounting,2.8,24
1456,Russell Martinez,F,22,domestic,0,Nursing,2.97,38
1457,Kelsey Morgan,F,22,domestic,0,Mechanical Eng,2.97,81
1458,Tanya Farrell,F,18,domestic,0,Nursing,3.6,0
1459,Laurie Browning,M,20,international,0,Economics,4.0,49
1460,Jeffrey Buckley,F,22,domestic,0,Psychology,2.16,36
1461,Amy Delgado,M,26,domestic,0,Chemistry,1.21,3
1462,Jennifer Moore,F,22,domestic,0,Accounting,2.48,4
1463,James Richardson,M,19,domestic,1,Political Science,2.24,79
1464,Anthony Boyer,F,23,domestic,0,Mathematics,3.3,60
1465,Erin Ward,Other,27,domestic,1,Marketing,3.7,73
1466,Alexis Henry,M,25,domestic,0,Electrical Eng,3.29,14
1467,Margaret Wilson,Other,23,domestic,0,Chemistry,2.61,54
1468,Chelsea Smith,M,24,domestic,0,Mathematics,3.24,113
1469,Nicole Perkins,F,27,domestic,1,Economics,3.53,38
1470,Robert Meadows,F,25,domestic,1,Accounting,3.2,47
1471,Paula Moses,F,23,domestic,0,Marketing,3.13,45
1472,Shelly Mitchell,F,25,domestic,1,Political Science,2.73,42
1473,Misty Hickman,F,18,international,0,Information Systems,2.07,22
1474,Renee Carr,M,17,domestic,1,Sociology,3.46,46
1475,David Walker,M,22,domestic,1,Accounting,3.82,94
1476,Michael Logan,F,22,domestic,1,Biology,1.97,43
1477,Patricia White,F,20,domestic,0,Political Science,3.26,82
1478,Kyle Long,F,24,domestic,0,Finance,2.32,130
1479,Jessica Garcia,F,17,domestic,0,Economics,3.08,21
1480,Laura Andrade,M,20,domestic,0,Mathematics,1.96,61
1481,Joshua Jimenez,F,20,domestic,0,Economics,3.27,10
1482,Chad Patterson,M,17,domestic,0,Finance,3.06,41
1483,Ashley Green,F,27,domestic,0,Finance,3.3,120
1484,Antonio Hull,M,17,domestic,0,Biology,3.19,64
1485,Megan Taylor,M,19,domestic,0,Psychology,2.91,54
1486,Brittany Adams,M,25,domestic,0,English,3.27,10
1487,Adrienne Thomas,M,24,domestic,1,Psychology,2.53,27
1488,Amy Collins,F,18,domestic,0,English,3.15,20
1489,Joseph Williams,M,24,domestic,0,Biology,2.47,14
1490,Jamie Johnson,M,23,domestic,1,Chemistry,3.18,70
1491,Mark Luna,M,30,international,0,Computer Science,2.69,66
1492,Susan Morris,M,23,domestic,0,Chemistry,3.09,40
1493,Eric Gonzalez,M,21,domestic,0,Chemistry,2.63,29
1494,Eric Pierce,M,19,domestic,0,Mechanical Eng,2.64,67
1495,Rachel Simpson,F,19,domestic,1,Mechanical Eng,2.67,96
1496,William Carroll,F,19,domestic,0,Biology,2.0,75
1497,Stephen White,F,26,domestic,0,Nursing,3.32,48
1498,Jeffrey Holland,M,22,domestic,0,Psychology,2.83,73
1499,Nicole Dunn,M,23,domestic,0,Business Analytics,2.03,74
1500,Marilyn Salas,F,27,international,1,Chemistry,2.47,50
1501,Cody Rivera,F,17,domestic,0,Psychology,2.44,50
1502,Kimberly Phillips,M,26,domestic,0,Marketing,3.04,29
1503,Jeffrey Parker,M,22,domestic,0,English,2.67,70
1504,Henry Waller,M,23,domestic,0,Electrical Eng,3.34,40
1505,Sharon Roberts,M,19,domestic,0,Mathematics,2.08,16
1506,Bailey Vargas,M,19,domestic,1,Nursing,3.06,17
1507,Louis Brown,F,23,domestic,1,Chemistry,3.01,44
1508,Justin Barrera,F,30,domestic,1,Psychology,2.55,17
1509,Justin Daugherty,F,25,domestic,1,Psychology,2.95,127
1510,Daniel Huang,F,26,domestic,0,Business Analytics,2.78,60
1511,Hector Baker,F,21,domestic,0,English,3.52,30
1512,Melissa Rodriguez,F,19,domestic,1,Mechanical Eng,2.85,51
1513,Brittney Perez,F,19,domestic,1,Political Science,3.48,67
1514,Michelle Singleton,M,20,domestic,1,Finance,3.3,52
1515,Richard Thomas,M,17,domestic,0,Nursing,2.05,16
1516,Warren Diaz,M,19,domestic,0,Marketing,2.75,42
1517,Michele Ballard,F,20,domestic,1,Accounting,3.3,38
1518,Daryl Palmer,F,21,domestic,1,Electrical Eng,2.95,31
1519,Melissa Hodge,M,22,domestic,1,Marketing,2.85,20
1520,Jessica Brown,F,23,domestic,0,Accounting,2.89,71
1521,Joseph Salinas,M,21,domestic,0,Psychology,3.16,59
1522,Ryan Moore,F,19,domestic,0,Chemistry,2.57,59
1523,Denise Quinn,M,17,domestic,1,Marketing,2.63,0
1524,Dan Alexander,M,19,domestic,0,Economics,3.3,33
1525,Thomas Munoz,F,18,domestic,0,Accounting,2.92,82
1526,Jennifer Gillespie,M,23,domestic,1,Computer Science,2.69,57
1527,Casey Jackson,M,25,domestic,0,Chemistry,2.82,10
1528,Michael Williams,M,25,domestic,1,Chemistry,3.11,95
1529,David White,F,24,domestic,0,Computer Science,2.79,0
1530,Jeffrey Frank,F,21,domestic,1,Computer Science,2.9,49
1531,Jessica Hernandez,M,20,international,0,Mathematics,1.77,96
1532,James Brady,F,19,domestic,1,Finance,2.95,0
1533,Kelli Nichols,F,17,international,1,Mathematics,2.72,31
1534,Bethany Sutton,M,25,domestic,0,Sociology,3.35,3
1535,Teresa Patterson,M,21,domestic,0,Political Science,2.77,87
1536,Donald Shelton,M,17,domestic,0,English,3.69,20
1537,Mason Ryan,M,19,international,0,English,3.17,75
1538,Matthew Snyder,F,18,domestic,1,Electrical Eng,2.35,87
1539,Judith Brown,M,22,domestic,0,Sociology,2.06,6
1540,Oscar Woodward,F,25,domestic,0,Mathematics,2.75,0
1541,Andrew Alexander,F,20,domestic,0,Mathematics,2.82,59
1542,Matthew Moore,M,17,domestic,1,Finance,1.78,68
1543,Megan Weaver,F,21,domestic,1,Economics,2.77,43
1544,Alyssa Jones,M,21,domestic,0,Business Analytics,2.6,46
1545,Justin Williams,Other,21,domestic,0,Mathematics,2.92,89
1546,Matthew Williams,F,19,domestic,0,English,4.0,38
1547,Leslie Cunningham,F,22,domestic,0,English,1.8,86
1548,Steven Luna,F,22,international,0,Chemistry,3.37,28
1549,Kaitlyn Morgan,M,21,domestic,0,Economics,3.09,117
1550,Alyssa Harrison,F,23,international,0,Political Science,2.5,18
1551,Mario Green,F,20,domestic,0,Political Science,2.81,81
1552,Andrew Reyes,F,20,domestic,0,Marketing,3.35,16
1553,Louis Stewart,F,26,domestic,0,Psychology,2.87,69
1554,Gabrielle Williams,F,23,domestic,0,English,1.64,45
1555,Patrick Rush,M,24,domestic,1,Economics,3.02,53
1556,Barbara Woodard,M,26,domestic,1,Mathematics,3.23,65
1557,Eric Krueger,F,23,domestic,0,Political Science,2.55,52
1558,Garrett Schwartz,M,25,domestic,0,Accounting,3.32,50
1559,Jason Ho,F,17,domestic,1,Information Systems,3.37,0
1560,Charles Webb,F,22,domestic,1,English,3.58,86
1561,Brian Stewart,M,21,domestic,0,English,3.4,91
1562,Daniel Strong,M,27,domestic,0,Accounting,4.0,42
1563,Douglas Chen,F,25,domestic,0,Computer Science,3.5,62
1564,Andrea Hoover,M,19,domestic,0,Economics,2.9,86
1565,Sarah Hernandez,F,23,domestic,0,Electrical Eng,3.28,63
1566,John Rogers,M,22,domestic,0,Marketing,2.88,29
1567,Christopher Robinson,F,23,domestic,0,Political Science,2.65,9
1568,Melissa Reynolds,M,18,domestic,0,Information Systems,2.18,64
1569,Patrick Brown,F,23,domestic,0,Biology,2.73,49
1570,John Landry,M,21,domestic,0,Marketing,3.34,45
1571,Ian Robinson,F,22,domestic,0,Political Science,2.32,22
1572,Richard Flowers,M,19,domestic,0,Mathematics,3.05,35
1573,Natalie Wolfe,F,19,domestic,0,Mechanical Eng,2.6,55
1574,Tracey Murphy,F,26,domestic,1,Finance,2.83,36
1575,Judy Stevenson,M,18,domestic,0,Sociology,2.8,46
1576,James King,M,18,domestic,1,Business Analytics,2.95,44
1577,John Reynolds,M,21,domestic,1,Chemistry,4.0,65
1578,Mary Harris,F,19,international,0,Electrical Eng,2.52,2
1579,Charles Phillips,F,18,domestic,0,Psychology,2.81,34
1580,Anthony Daniel,F,22,domestic,0,Mechanical Eng,2.71,12
1581,John Blevins,M,17,domestic,1,Mechanical Eng,1.94,50
1582,Lisa Moore,M,18,domestic,1,Mechanical Eng,3.35,21
1583,Ruben Pitts,F,29,domestic,1,Information Systems,2.34,73
1584,Andrew Duncan,F,23,domestic,0,Economics,3.66,33
1585,Claudia Robinson,Other,19,domestic,0,Mathematics,2.37,28
1586,Michael Spencer,M,23,domestic,0,Computer Science,3.07,20
1587,Donna Meyer,F,23,domestic,0,Finance,3.88,53
1588,Ryan Armstrong,M,25,domestic,0,Sociology,3.11,7
1589,Erin Lewis,M,21,domestic,0,English,2.48,42
1590,Kelsey Davidson,F,25,domestic,1,Information Systems,2.3,42
1591,Heather Hicks,F,17,domestic,0,Biology,1.52,29
1592,Angela Wilson,Other,18,domestic,0,Business Analytics,2.61,52
1593,Alicia Gay,M,22,domestic,0,Electrical Eng,1.98,31
1594,Dillon Schmitt,M,23,domestic,1,Chemistry,2.82,54
1595,Aaron Patterson,F,18,domestic,1,Sociology,2.58,29
1596,David Clay,F,22,domestic,0,Marketing,2.89,23
1597,Debra Collins,M,19,domestic,0,English,2.14,53
1598,Heather Hammond,M,21,domestic,0,Marketing,2.52,69
1599,Jamie Nunez,M,25,domestic,1,Information Systems,3.14,130
1600,Alexis Francis,F,25,domestic,0,Psychology,3.01,35
1601,Carly Norton,M,18,domestic,0,Sociology,1.73,68
1602,Jason Dudley,M,18,domestic,0,Information Systems,3.29,32
1603,Bryan Miller,M,20,international,0,Electrical Eng,2.18,68
1604,Sarah Hamilton,M,21,domestic,1,Economics,1.89,84
1605,Kathleen Guerra,M,19,domestic,0,Psychology,2.67,49
1606,Zoe Pena,F,25,domestic,0,Nursing,4.0,66
1607,Maxwell James,M,23,domestic,0,Electrical Eng,2.61,58
1608,Patrick Wells,F,23,domestic,0,Political Science,2.86,45
1609,Barbara Bowen,M,17,domestic,1,Information Systems,3.22,32
1610,Daniel Montgomery,F,26,domestic,0,Accounting,2.28,34
1611,Briana Livingston,F,17,international,1,Computer Science,2.99,5
1612,Shannon Cantrell,F,24,domestic,1,Nursing,2.31,76
1613,Drew Morales,F,25,domestic,0,Computer Science,3.14,101
1614,Christopher Camacho,M,20,international,0,Computer Science,3.04,3
1615,Frank Bailey,M,26,domestic,0,Nursing,2.99,76
1616,Daniel Flores,F,21,domestic,1,Chemistry,2.9,44
